,parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom
in_inst:0_usecol:1_direct_idx0:90.4,in_inst:0_usecol:1_direct_idx0:90.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:90.4,out_inst:0_usecol:2_direct_idx0:90.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:90.6,in_inst:0_usecol:1_direct_idx0:90.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:90.6,out_inst:0_usecol:2_direct_idx0:90.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:90.8,in_inst:0_usecol:1_direct_idx0:90.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:90.8,out_inst:0_usecol:2_direct_idx0:90.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:91.0,in_inst:0_usecol:1_direct_idx0:91.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:91.0,out_inst:0_usecol:2_direct_idx0:91.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:91.2,in_inst:0_usecol:1_direct_idx0:91.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:91.2,out_inst:0_usecol:2_direct_idx0:91.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:91.4,in_inst:0_usecol:1_direct_idx0:91.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:91.4,out_inst:0_usecol:2_direct_idx0:91.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:91.6,in_inst:0_usecol:1_direct_idx0:91.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:91.6,out_inst:0_usecol:2_direct_idx0:91.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:91.8,in_inst:0_usecol:1_direct_idx0:91.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:91.8,out_inst:0_usecol:2_direct_idx0:91.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:92.0,in_inst:0_usecol:1_direct_idx0:92.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:92.0,out_inst:0_usecol:2_direct_idx0:92.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:92.2,in_inst:0_usecol:1_direct_idx0:92.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:92.2,out_inst:0_usecol:2_direct_idx0:92.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:92.4,in_inst:0_usecol:1_direct_idx0:92.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:92.4,out_inst:0_usecol:2_direct_idx0:92.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:92.6,in_inst:0_usecol:1_direct_idx0:92.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:92.6,out_inst:0_usecol:2_direct_idx0:92.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:92.8,in_inst:0_usecol:1_direct_idx0:92.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:92.8,out_inst:0_usecol:2_direct_idx0:92.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:93.0,in_inst:0_usecol:1_direct_idx0:93.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:93.0,out_inst:0_usecol:2_direct_idx0:93.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:93.2,in_inst:0_usecol:1_direct_idx0:93.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:93.2,out_inst:0_usecol:2_direct_idx0:93.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:93.4,in_inst:0_usecol:1_direct_idx0:93.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:93.4,out_inst:0_usecol:2_direct_idx0:93.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:93.6,in_inst:0_usecol:1_direct_idx0:93.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:93.6,out_inst:0_usecol:2_direct_idx0:93.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:93.8,in_inst:0_usecol:1_direct_idx0:93.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:93.8,out_inst:0_usecol:2_direct_idx0:93.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:94.0,in_inst:0_usecol:1_direct_idx0:94.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:94.0,out_inst:0_usecol:2_direct_idx0:94.0,log,factor,-inf,1e-08,100000000.0,out_flows,1.0,0.0,1
tot_inst:0_usecol:1_direct,tot_inst:0_usecol:1_direct,log,factor,0.1,0.0,1000.0,tot,1.0,0.0,1
p_inst:0_usecol:1_direct_idx0:Boreholedepth[L],p_inst:0_usecol:1_direct_idx0:Boreholedepth[L],fixed,factor,94.0,-10.0,10.0,model,1.0,0.0,1
p_inst:0_usecol:1_direct_idx0:Spatialdiscretizationofgrid[L],p_inst:0_usecol:1_direct_idx0:Spatialdiscretizationofgrid[L],fixed,factor,0.2,-10.0,10.0,model,1.0,0.0,1
p_inst:0_usecol:1_direct_idx0:Constantboreholecross-sectionalarea[L^2],p_inst:0_usecol:1_direct_idx0:Constantboreholecross-sectionalarea[L^2],fixed,factor,0.0182,-10.0,10.0,model,1.0,0.0,1
p_inst:0_usecol:1_direct_idx0:Dispersivity[L^-1],p_inst:0_usecol:1_direct_idx0:Dispersivity[L^-1],fixed,factor,0.1,-10.0,10.0,model,1.0,0.0,1
p_inst:0_usecol:1_direct_idx0:Diffusioncoefficient[L^2/T],p_inst:0_usecol:1_direct_idx0:Diffusioncoefficient[L^2/T],fixed,factor,1e-09,-10.0,10.0,model,1.0,0.0,1
p_inst:0_usecol:1_direct_idx0:Tracerconcentrationofwaterinflow[M/L^3],p_inst:0_usecol:1_direct_idx0:Tracerconcentrationofwaterinflow[M/L^3],fixed,factor,1.129,-10.0,10.0,model,1.0,0.0,1
p_inst:0_usecol:1_direct_idx0:Watertemperature[Celsius](onlyreadifaboveisFEC),p_inst:0_usecol:1_direct_idx0:Watertemperature[Celsius](onlyreadifaboveisFEC),fixed,factor,25.0,-10.0,10.0,model,1.0,0.0,1
p_inst:0_usecol:1_direct_idx0:AlphaMin,p_inst:0_usecol:1_direct_idx0:AlphaMin,fixed,factor,0.05,-10.0,10.0,model,1.0,0.0,1
p_inst:0_usecol:1_direct_idx0:AlphaMax,p_inst:0_usecol:1_direct_idx0:AlphaMax,fixed,factor,0.3,-10.0,10.0,model,1.0,0.0,1
p_inst:0_usecol:1_direct_idx0:FlowMin,p_inst:0_usecol:1_direct_idx0:FlowMin,fixed,factor,1e-05,-10.0,10.0,model,1.0,0.0,1
p_inst:0_usecol:1_direct_idx0:FlowMax,p_inst:0_usecol:1_direct_idx0:FlowMax,fixed,factor,1000.0,-10.0,10.0,model,1.0,0.0,1
